sourceModule,targetModule,edgeOccurrences,callerFunctions,calledFunctions
27-npc-enemies-combat-camera-action.js,06-missions-profile-hud-inventory-tools.js,1,updateNpcSociety,updateHUD
27-npc-enemies-combat-camera-action.js,07-navigation-traffic-routes.js,2,updateNPCs,snapTrafficToRoad | trafficSpeedFactor
27-npc-enemies-combat-camera-action.js,10-player-skills.js,1,collectNearbyCrystals,collectCrystal
27-npc-enemies-combat-camera-action.js,21-interactions-shop-social-races.js,1,updateNpcSociety,cloudHouseRecord
27-npc-enemies-combat-camera-action.js,24-construction-system.js,3,updateVehiclePhysics,exitVehicle | updateMobilityControlLabels
27-npc-enemies-combat-camera-action.js,25-render-init-resize-position-collision.js,1,checkHazards,returnHome
27-npc-enemies-combat-camera-action.js,26-input-player-physics.js,2,releaseNpcPassenger | updateVehiclePhysics,groundHeightAt | sprintRequested
27-npc-enemies-combat-camera-action.js,28-multiplayer-social-online.js,1,meleeAttack,damageEnemy
28-multiplayer-social-online.js,02-state-save-cloud-account.js,6,applyAcceptedSocialAction | damageEnemy | maybeShowMultiplayerResult | showIncomingSocialRequest | startMultiplayerEducationGame | updateNeeds,saveState
28-multiplayer-social-online.js,03-ui-modal-install-pwa.js,36,applyAcceptedSocialAction | bindChallengeCards | damageEnemy | firePower | maybeShowMultiplayerResult | nearestInteractable | openChallengePicker | showIncomingSocialRequest | startMultiplayerEducationGame | updateNeeds,addCoins | addXP | beep | closeModal | openModal | toast | vibrate
28-multiplayer-social-online.js,04-education-daily-quiz.js,3,applyAcceptedSocialAction | highestUnlockedLevel | startMultiplayerEducationGame,runEducationGame | subjectUnlocked | triggerEmote
28-multiplayer-social-online.js,06-missions-profile-hud-inventory-tools.js,3,damageEnemy | updateNeeds,evaluateMissions | playerDisplayName | updateHUD
28-multiplayer-social-online.js,09-responsive-ar-quality-diagnostics.js,1,doAction,syncMobilePanels
28-multiplayer-social-online.js,10-player-skills.js,1,updateCamera,playerScaleValue
28-multiplayer-social-online.js,11-render-materials-player-model.js,1,firePower,mat
28-multiplayer-social-online.js,12-world-resources-nature.js,4,doAction | nearestInteractable,isInteractionAvailable | worldPos
28-multiplayer-social-online.js,15-transit-bus-metro.js,1,nearestInteractable,updateTransitPanel
28-multiplayer-social-online.js,19-campfire-hunting-house-extensions.js,1,applyAcceptedSocialAction,enterBoatAsPassenger
28-multiplayer-social-online.js,20-world-build-cloud-houses.js,3,applyAcceptedSocialAction,openNearestCampfire | startFishing | startHunting
28-multiplayer-social-online.js,24-construction-system.js,2,applyAcceptedSocialAction | firePower,enterVehicleAsPassenger | vehicleHorn
28-multiplayer-social-online.js,26-input-player-physics.js,1,updateNeeds,sprintRequested
28-multiplayer-social-online.js,27-npc-enemies-combat-camera-action.js,5,doAction | nearestInteractable,boardNpcPassenger | meleeAttack | nearestBoardableNpc
28-multiplayer-social-online.js,29-game-loop-controls-gamepad.js,17,activeSessionsHtml | applyAcceptedSocialAction | bindChallengeCards | challengeInboxHtml | duelHistoryHtml | maybeShowMultiplayerResult | nearestInteractable | socialRequestInboxHtml | startMultiplayerEducationGame,escapeHtml | nearestRemotePlayer | openRemotePlayerActions | refreshOpenSocialHub
29-game-loop-controls-gamepad.js,02-state-save-cloud-account.js,4,openRemotePlayerActions | openSocialHub | remotePlayerEvent,mergeCloudProgress | saveState
29-game-loop-controls-gamepad.js,03-ui-modal-install-pwa.js,25,openRemotePlayerActions | openSocialHub | remotePlayerEvent,addCoins | closeModal | openModal | toast
29-game-loop-controls-gamepad.js,04-education-daily-quiz.js,2,openRemotePlayerActions | remotePlayerEvent,triggerEmote
29-game-loop-controls-gamepad.js,06-missions-profile-hud-inventory-tools.js,4,initLocalMultiplayer | multiplayerNameTexture | remotePlayerEvent | updateLocalPlayerNameLabel,hasValidPlayerName | playerDisplayName | sanitizePlayerName
29-game-loop-controls-gamepad.js,18-water-fishing-boats.js,1,openRemotePlayerActions,isNearFishingArea
29-game-loop-controls-gamepad.js,20-world-build-cloud-houses.js,4,applyCloudWorldObjects | openRemotePlayerActions | remotePlayerEvent,exitBoat | nearestActiveCampfire | spawnCampfire | spawnHouseExtension
29-game-loop-controls-gamepad.js,21-interactions-shop-social-races.js,1,remotePlayerEvent,reconcileCloudHouses
29-game-loop-controls-gamepad.js,24-construction-system.js,1,remotePlayerEvent,exitVehicle
29-game-loop-controls-gamepad.js,28-multiplayer-social-online.js,37,initLocalMultiplayer | openRemotePlayerActions | openSocialHub | refreshOpenSocialHub | remotePlayerEvent,activeSessionsHtml | applyAcceptedSocialAction | bindChallengeCards | challengeInboxHtml | closeChallengePrompt | duelHistoryHtml | maybeShowMultiplayerResult | multiplayerGameLabel | multiplayerStatusText | openChallengePicker | pendingChallenges | showIncomingChallengePrompt | showIncomingSocialRequest | showReadySessionPrompt | socialActionLabel | socialRequestInboxHtml | socialRequestPending | updateMultiplayerBadge | updateOnlineAttention
29-game-loop-controls-gamepad.js,30-pause-tests-public-api-bootstrap.js,2,remotePlayerEvent,createGhost | updateGhostName
30-pause-tests-public-api-bootstrap.js,02-state-save-cloud-account.js,7,pollGamepad | setupControls | stepVehicleSimulation,accountLinked | accountPromptWasHandled | saveState
30-pause-tests-public-api-bootstrap.js,03-ui-modal-install-pwa.js,16,openPauseMenu | pollGamepad | setupControls | stepVehicleSimulation | stopGame,closeModal | openAccountCenter | openModal | showScreen | toast | updateInstallUI
30-pause-tests-public-api-bootstrap.js,04-education-daily-quiz.js,2,stepVehicleSimulation,educationSummary | generateEducationRounds
30-pause-tests-public-api-bootstrap.js,05-avatar-life-customization.js,1,openPauseMenu,openLifePanel
30-pause-tests-public-api-bootstrap.js,06-missions-profile-hud-inventory-tools.js,12,createGhost | pollGamepad | stepVehicleSimulation | stopGame | updateGhostName,equippedTool | evaluateMissions | hasValidPlayerName | openPlayerNameModal | sanitizePlayerName | updateHUD | updateLobbyStats
30-pause-tests-public-api-bootstrap.js,07-navigation-traffic-routes.js,7,gameLoop | stepVehicleSimulation | stopGame,buildRoutePoints | captureTrafficPositions | resolveTrafficOverlaps | routeProgressInfo | updateNavigation
30-pause-tests-public-api-bootstrap.js,08-map-parent-settings.js,1,stepVehicleSimulation,setWaypoint
30-pause-tests-public-api-bootstrap.js,09-responsive-ar-quality-diagnostics.js,13,gameLoop | pollGamepad | stepVehicleSimulation,applyAdaptiveRenderSettings | auditPlayerMode | cameraRelativeVector | detectStableAutoTier | lockStableSceneVisibility | qualityTier | requestedQuality | samplePerformance | syncMobilePanels
30-pause-tests-public-api-bootstrap.js,10-player-skills.js,10,gameLoop | pollGamepad | setupControls | stepVehicleSimulation,initTechnicalPanel | refreshTechnicalPanel | setScaleMode | updateVisualLOD
30-pause-tests-public-api-bootstrap.js,11-render-materials-player-model.js,23,createGhost | pollGamepad | setupControls | stepVehicleSimulation | stopGame,box | cylinder | spinPlayer | toggleCrouch | updateAbilityUI
30-pause-tests-public-api-bootstrap.js,12-world-resources-nature.js,1,pollGamepad,applyAvatarCustomization
30-pause-tests-public-api-bootstrap.js,13-houses-npcs-vehicles-base.js,3,stepVehicleSimulation,currentVehicleRef | updateWaypointMarker
30-pause-tests-public-api-bootstrap.js,14-world-district-decoration.js,1,gameLoop,updateClouds
30-pause-tests-public-api-bootstrap.js,15-transit-bus-metro.js,8,gameLoop | stepVehicleSimulation | stopGame,busAtStop | enterBus | exitBusAtStop | rideMetroTo | updateTransitWorld
30-pause-tests-public-api-bootstrap.js,16-emergency-services.js,6,gameLoop | stepVehicleSimulation | stopGame,activateFireIncident | startPoliceAlert | updateFireService | updatePoliceSystem | updateSafetyPanel
30-pause-tests-public-api-bootstrap.js,17-adventures-learning-world.js,1,gameLoop,updateTrafficIncidents
30-pause-tests-public-api-bootstrap.js,18-water-fishing-boats.js,9,gameLoop | stepVehicleSimulation,distanceToBoatDock | updateAdventure | updateFishingVisual | validBoatExit
30-pause-tests-public-api-bootstrap.js,19-campfire-hunting-house-extensions.js,2,stepVehicleSimulation,enterBoatAsPassenger | updateBoatPanel
30-pause-tests-public-api-bootstrap.js,20-world-build-cloud-houses.js,7,gameLoop | stepVehicleSimulation | stopGame,constrainBoat | exitBoat | startFishing | startHunting | updateBoatPhysics | updateLifeActivities
30-pause-tests-public-api-bootstrap.js,21-interactions-shop-social-races.js,1,stepVehicleSimulation,enterHouse
30-pause-tests-public-api-bootstrap.js,22-careers-jobs-uniforms.js,2,gameLoop | stepVehicleSimulation,startRace | updateRace
30-pause-tests-public-api-bootstrap.js,23-vehicle-effects-driving.js,8,gameLoop | openPauseMenu | stepVehicleSimulation | stopGame,completeActiveJob | startEngineSound | startJob | stopEngineSound | updateCareerMissions | updateFX | updateVehicleFX
30-pause-tests-public-api-bootstrap.js,24-construction-system.js,21,pollGamepad | prepareVehicleTestArea | setupControls | stepVehicleSimulation | stopGame,enterVehicle | enterVehicleAsPassenger | exitVehicle | mobilityDriverActive | updateMobilityControlLabels | updateVehicleControlsUI
30-pause-tests-public-api-bootstrap.js,25-render-init-resize-position-collision.js,16,gameLoop | openPauseMenu | pollGamepad | setupControls | stepVehicleSimulation | stopGame,beginBuildMode | endBuildMode | initThree | placeBuild | reconcileWorldBuilds | resize | restorePosition | returnHome | rotateBuildPreview | savePlayerPosition | updateBuildPreview
30-pause-tests-public-api-bootstrap.js,26-input-player-physics.js,24,gameLoop | pollGamepad | prepareVehicleTestArea | setupControls | stepVehicleSimulation,clearMovementInputs | groundHeightAt | requestJump | resolveCollisions | resolveMovementInput | sprintRequested | updatePlayer | updateRunUI
30-pause-tests-public-api-bootstrap.js,27-npc-enemies-combat-camera-action.js,4,gameLoop | stepVehicleSimulation,updateEnemies | updateNPCs | updateNpcSociety | updateVehiclePhysics
30-pause-tests-public-api-bootstrap.js,28-multiplayer-social-online.js,13,gameLoop | pollGamepad | setupControls | stepVehicleSimulation | stopGame,doAction | firePower | pendingChallenges | socialRequestPending | updateCamera | updateContext | updateFireballs | updateNeeds
30-pause-tests-public-api-bootstrap.js,29-game-loop-controls-gamepad.js,3,createGhost | stepVehicleSimulation | updateGhostName,multiplayerNameTexture | remotePlayerEvent
